WKT,highway,noname,name,surface,maxspeed,ref,lanes,oneway,service,bridge,layer
"LINESTRING (-59.6229289 13.2640145,-59.6227078 13.2640064,-59.6222584 13.2640022,-59.6221123 13.2639946,-59.6220208 13.2639632,-59.6219314 13.2638954,-59.621837 13.2638118,-59.6217597 13.2636782,-59.6216793 13.2635273,-59.6215987 13.2634542,-59.6215269 13.2634203,-59.6214633 13.2634307,-59.6214124 13.2634568,-59.6213064 13.2635665,-59.6211937 13.2637035,-59.6210808 13.2638084,-59.6208456 13.2639201,-59.6208089 13.2639307,-59.620561 13.2639946,-59.6203804 13.2640301,-59.6201258 13.2640563,-59.6198753 13.2640903,-59.6198388 13.2640911,-59.6194099 13.2641009,-59.6189472 13.2641697,-59.6188425 13.2642131,-59.6185371 13.2643255,-59.6184029 13.2644273,-59.6183161 13.2645555,-59.6182576 13.264732,-59.6181801 13.2648391,-59.6180074 13.264998,-59.6179804 13.2650683,-59.6179833 13.2651361,-59.6180112 13.2652613,-59.6180011 13.2654028,-59.6179676 13.2654741,-59.617914 13.2655241,-59.6178222 13.2655573,-59.6177118 13.2655692,-59.6175441 13.2655678,-59.6174524 13.2655512,-59.617333 13.2655226,-59.6172609 13.2654805,-59.6172123 13.2654189,-59.6172037 13.2653121,-59.6172195 13.2652244,-59.6172853 13.265033,-59.6173168 13.2648265,-59.6173018 13.2647328,-59.6172652 13.2646423,-59.6171419 13.2645335,-59.6168672 13.2644252,-59.6162237 13.2643381,-59.6160425 13.2643224,-59.615851 13.2642966,-59.6157763 13.2642496,-59.6155115 13.2640061,-59.6151594 13.2636531,-59.6148796 13.2632453,-59.6146574 13.2627825,-59.6145646 13.2626808,-59.6144764 13.2626032,-59.6143313 13.2625529,-59.6141845 13.262528,-59.613824 13.2625948,-59.6134721 13.2626199,-59.6129829 13.2625865,-59.6117605 13.2624334,-59.6108592 13.2623415,-59.6098293 13.2623081,-59.6089281 13.2622162,-59.608765 13.262258,-59.608662 13.2624334,-59.6085762 13.2626005,-59.6084474 13.2627509,-59.6083176 13.2627893,-59.60825 13.2628093,-59.6079496 13.2628093,-59.6077711 13.2627754,-59.6072458 13.2626757,-59.6071543 13.2626602,-59.6065618 13.2625601,-59.6062072 13.2625002,-59.6056493 13.2624,-59.6053747 13.2622997,-59.6052459 13.2621744,-59.6050485 13.261999,-59.6048575 13.2618861,-59.6045679 13.2617149,-59.6042417 13.261456,-59.603864 13.2610132,-59.603737 13.2608254,-59.6036323 13.2606707,-59.603186 13.2602613,-59.6015724 13.2591753,-59.6012891 13.2589915,-59.6011775 13.2588411,-59.601169 13.2585153,-59.6012117 13.2581978,-59.6012634 13.2578135,-59.6012976 13.2569697,-59.6013889 13.2565917,-59.6015005 13.2556977)",residential,,French Village Vount Brevitor,,40,,,,,,
"LINESTRING (-59.6163114 13.2645719,-59.616188 13.2646032,-59.6160218 13.2647038,-59.6158796 13.2648591,-59.6157938 13.2650158,-59.6157392 13.2652181,-59.6157199 13.265299,-59.6156543 13.2655079,-59.6155858 13.2656554,-59.615551 13.2657441,-59.6155396 13.2657862,-59.6155517 13.265828,-59.6156891 13.2659451,-59.6158072 13.2661383,-59.6159359 13.2662584,-59.6160754 13.2663419,-59.6162417 13.2664046,-59.6162823 13.2664278,-59.6163972 13.2664934,-59.6165313 13.2665926,-59.6166762 13.2667126,-59.6168371 13.2667805)",residential,yes,,,,,,,,,
"LINESTRING (-59.6202694 13.2650704,-59.6203028 13.2651452,-59.6204966 13.2654388,-59.6207073 13.2656655,-59.6206796 13.2658598,-59.6206796 13.2660163,-59.6206408 13.2662215,-59.6205077 13.2664158,-59.6203779 13.2666593,-59.6202491 13.2668682,-59.6200989 13.2670561)",residential,yes,,asphalt,40,,,,,,
"LINESTRING (-59.6202803 13.2663132,-59.6205077 13.2664158)",residential,yes,,asphalt,,,,,,,
"LINESTRING (-59.6213631 13.26797,-59.6212715 13.2677331,-59.6211025 13.2668611)",residential,,,,,,,,,,
"LINESTRING (-59.6207803 13.2683541,-59.6207511 13.2680359,-59.6207163 13.2675999)",residential,,,,,,,,,,
"LINESTRING (-59.6176029 13.2663419,-59.6177478 13.2664921,-59.6178047 13.266508,-59.6178684 13.2664973,-59.617908 13.2664545,-59.6179234 13.2663993)",residential,yes,,,,,,,,,
"LINESTRING (-59.6179234 13.2663993,-59.6178906 13.2663592,-59.617847 13.2663354,-59.6176029 13.2663419,-59.6170899 13.266305,-59.6168639 13.2662897,-59.6166995 13.266298,-59.616644 13.266308,-59.6165313 13.2665926)",residential,yes,,,,,,,,,
"LINESTRING (-59.616644 13.266308,-59.6162823 13.2664278)",residential,yes,,,,,,,,,
"LINESTRING (-59.6180775 13.2532691,-59.6179707 13.2532124,-59.617893 13.2531729,-59.6178312 13.2531289,-59.6174986 13.2528887,-59.6172842 13.2527137,-59.6168338 13.2521385,-59.6168044 13.2519535,-59.616846 13.2516512,-59.6168919 13.2512881,-59.6166408 13.2512601,-59.6164262 13.2512183,-59.6161902 13.2511765,-59.6159649 13.2511243,-59.615761 13.2510825,-59.6154928 13.2510303,-59.6153426 13.250999,-59.6151602 13.2509885,-59.6148383 13.2510094,-59.6146559 13.2510094,-59.6144194 13.2509358,-59.6141941 13.250894,-59.6140654 13.2509358,-59.6138401 13.2510193,-59.6136469 13.2510924,-59.6134538 13.2510716,-59.61325 13.2510611,-59.6130354 13.2510507,-59.6128316 13.2510298,-59.6126599 13.2510193,-59.6124239 13.2509776,-59.6122307 13.2509149,-59.6119518 13.2507583,-59.6102674 13.2496513,-59.6101386 13.2495364,-59.6100957 13.2494006,-59.6098382 13.2481997,-59.6097846 13.2480326,-59.6097309 13.2478864,-59.6096451 13.2478133,-59.6095056 13.2477193,-59.6091444 13.2476409,-59.6081109 13.2474164,-59.6079821 13.2473851,-59.6068449 13.2469465,-59.6066311 13.2469028,-59.6061582 13.2468316,-59.6060295 13.246842,-59.6058029 13.2468814,-59.6050746 13.2469047,-59.6049673 13.2468734,-59.6047849 13.2468316,-59.6038622 13.2464347,-59.6037013 13.2464034,-59.6036125 13.2464334,-59.6035496 13.2464817,-59.6034438 13.2466018,-59.6033794 13.2467794,-59.603358 13.2469882,-59.6032481 13.248034,-59.6032185 13.2484399,-59.6031434 13.2487741,-59.6031112 13.2489725,-59.6030576 13.2490873,-59.6029396 13.2492231,-59.6029289 13.249295,-59.602941 13.2495391,-59.6029288 13.2496617,-59.6028739 13.2497976,-59.6027224 13.2500326,-59.6026713 13.2501734,-59.6024376 13.2512745,-59.6022958 13.251907,-59.6022474 13.25334,-59.6022729 13.2557479)",residential,,Four Hill,,,,,,,,
"LINESTRING (-59.598569 13.2556653,-59.6002302 13.2556309,-59.6015005 13.2556977,-59.6022729 13.2557479,-59.6028222 13.2557896,-59.6035432 13.2557896,-59.6036977 13.2557562,-59.6037492 13.2556225,-59.6039037 13.255255,-59.6039638 13.2551881,-59.6040925 13.2551631,-59.6062726 13.2554137,-59.6069421 13.2555223,-59.6072168 13.2554722,-59.6075086 13.2553803,-59.6076631 13.255255,-59.6078691 13.2552132,-59.6087961 13.25528,-59.6088905 13.2552466,-59.6089334 13.2550544,-59.6089506 13.2549375,-59.6090536 13.2548205,-59.6092767 13.2547704,-59.6094999 13.2547537,-59.6101469 13.2547391,-59.610885 13.2547725,-59.6112798 13.2549146,-59.6115201 13.2550315,-59.6118635 13.2550232,-59.6121813 13.2549405,-59.6125418 13.254882,-59.612825 13.254882,-59.6131254 13.2548486,-59.6136232 13.2547317,-59.6141468 13.2545646,-59.6144129 13.2544894,-59.6147219 13.254481,-59.6158632 13.2544383,-59.6160348 13.2544216,-59.6165584 13.2541459,-59.6169532 13.2538953,-59.6172193 13.2537867,-59.6174425 13.2537449,-59.6176313 13.253653)",unclassified,,Orange Hill,,40,,,,,,
"LINESTRING (-59.6024376 13.2512745,-59.6032843 13.2513142,-59.6044327 13.2513679,-59.6044788 13.2513701,-59.6046676 13.2514119,-59.6050796 13.2514453,-59.6053028 13.2516625,-59.6060167 13.2516359,-59.6069214 13.2515782,-59.607853 13.251414)",residential,,Lonesome Hill,,,,,,,,
"LINESTRING (-59.6034346 13.2501945,-59.6028901 13.2501345)",residential,,,,,,,,,,
"LINESTRING (-59.6033604 13.2507469,-59.6034346 13.2501945)",residential,,,,,,,,,,
"LINESTRING (-59.6028203 13.2506801,-59.6033604 13.2507469)",residential,,,,,,,,,,
"LINESTRING (-59.6028901 13.2501345,-59.6028203 13.2506801)",residential,,,,,,,,,,
"LINESTRING (-59.6032843 13.2513142,-59.6033604 13.2507469)",residential,,,,,,,,,,
"LINESTRING (-59.6028222 13.2557896,-59.6026109 13.257095)",track,yes,,,,,,,,,
"LINESTRING (-59.6032976 13.2571452,-59.6031688 13.2587408)",track,yes,,,,,,,,,
"LINESTRING (-59.6061471 13.2593507,-59.6055892 13.2591669,-59.6043447 13.2589915,-59.6041559 13.2589831,-59.6031688 13.2587408,-59.6012117 13.2581978,-59.599315 13.2576047,-59.5987056 13.257329,-59.5987915 13.2569864,-59.5991605 13.256928,-59.6001819 13.2569196,-59.6012976 13.2569697,-59.6026109 13.257095,-59.6032976 13.2571452,-59.603967 13.2572036,-59.6042846 13.2572287)",track,yes,,,,,,,,,
"LINESTRING (-59.5996372 13.2503476,-59.5990414 13.2502923,-59.5987668 13.2502338,-59.5985007 13.2501336,-59.598269 13.2500166,-59.5980325 13.2498185)",residential,yes,,,,,,,,,
"LINESTRING (-59.598569 13.2556653,-59.5986266 13.2544839,-59.5985918 13.2538378,-59.5984872 13.2529619,-59.598455 13.2526212,-59.5984241 13.2523731,-59.5983517 13.2521225,-59.5983182 13.2518993,-59.5983396 13.2517609,-59.5985167 13.251539,-59.5986347 13.251415,-59.5986722 13.2513562,-59.5987004 13.251274,-59.5987098 13.251197,-59.5987017 13.2511213,-59.5985864 13.2509241,-59.5983276 13.2507218,-59.5981304 13.2505325,-59.597999 13.2503994,-59.5979293 13.2502884,-59.5979521 13.2501031,-59.5980325 13.2498185,-59.5982444 13.2491344,-59.5983008 13.2487741,-59.5983906 13.2483068,-59.5984805 13.2481306,-59.5985717 13.2479948,-59.5989069 13.2476006,-59.5989968 13.2474753,-59.5990719 13.2474022,-59.5991524 13.247346,-59.5992409 13.247333,-59.5993039 13.2473382,-59.599493 13.247457,-59.5997357 13.2476384,-59.5998564 13.2477155,-59.6000093 13.2477455,-59.60024 13.2477142,-59.6004586 13.2476097,-59.600531 13.247564,-59.6006839 13.2474296,-59.6008354 13.2473826,-59.6009937 13.2473774,-59.6012498 13.2474478,-59.601451 13.247534,-59.6016826 13.2476514,-59.6018359 13.2477233,-59.6020813 13.2477742,-59.6032481 13.248034)",residential,,Indian Ground Road,,,,,,,,
"LINESTRING (-59.5983276 13.2507218,-59.5981541 13.2507534,-59.5977538 13.2507338,-59.5972956 13.2507093)",track,,,,,,,,,,
"LINESTRING (-59.6022474 13.25334,-59.6003525 13.2533872,-59.6000607 13.2533454,-59.5998204 13.253287,-59.5991004 13.2530348,-59.5987657 13.252993,-59.5984872 13.2529619)",residential,yes,,,,,,,,,
"LINESTRING (-59.5986266 13.2544839,-59.5971221 13.2545516,-59.5967702 13.254585,-59.59665 13.2543845)",residential,yes,,,,,,,,,
"LINESTRING (-59.5967702 13.254585,-59.5966757 13.2551615)",residential,yes,,,,,,,,,
"LINESTRING (-59.6002302 13.2556309,-59.6001819 13.2569196)",track,yes,,,,,,,,,
"LINESTRING (-59.6042417 13.261456,-59.604133 13.2616271,-59.6038383 13.2620909,-59.6037181 13.2621661,-59.603598 13.2621661,-59.6034692 13.2620909,-59.6025337 13.2615312,-59.6023706 13.2613975,-59.6022933 13.2612805,-59.6022418 13.2610884,-59.6021388 13.2609631,-59.6020101 13.2608962,-59.601169 13.2603783,-59.6011604 13.2600525,-59.6011775 13.2588411)",track,yes,,,,,,,,,
"LINESTRING (-59.6084829 13.268365,-59.6084915 13.2675964,-59.6085688 13.2674043,-59.6087147 13.2673959,-59.6095301 13.2674795,-59.6097875 13.2676883,-59.6099678 13.2678387,-59.6102339 13.2678888,-59.6102425 13.2681311)",track,yes,,,,,,,,,
"LINESTRING (-59.6047777 13.2674012,-59.6038336 13.2672842,-59.603147 13.2672341)",track,yes,,,,,,,,,
"LINESTRING (-59.6047348 13.2680027,-59.6031555 13.2678022,-59.603147 13.2672341,-59.6032671 13.2658306,-59.6026749 13.2657554,-59.6025118 13.2657053,-59.6023144 13.2657471,-59.6022972 13.2650036,-59.6021427 13.2649117,-59.6017994 13.265037)",track,yes,,,,,,,,,
"LINESTRING (-59.5997654 13.2667704,-59.6012245 13.2669041,-59.6018081 13.2670294,-59.6019026 13.2671213,-59.6019712 13.2674972,-59.6019111 13.2677812,-59.6013962 13.2677812,-59.6009241 13.2677144,-59.6003748 13.2676893,-59.6000046 13.2678074)",track,yes,,,,,,,,,
"LINESTRING (-59.5984465 13.2673808,-59.5984747 13.2669589,-59.5984778 13.2666773,-59.5984613 13.266361,-59.598436 13.2658305,-59.598348 13.263845,-59.598229 13.2629275,-59.5981641 13.2623735,-59.5981195 13.2617605,-59.5981346 13.26124,-59.5981479 13.261033,-59.5980781 13.2608256,-59.5978878 13.2605213,-59.5977001 13.2602653,-59.5975847 13.2599914,-59.5975119 13.2596924,-59.597523 13.2595449,-59.5975535 13.2594157,-59.5976455 13.259034,-59.59767 13.258663,-59.5977885 13.2583988,-59.5979638 13.2581525,-59.5984 13.2572579,-59.5984697 13.2569655,-59.5984966 13.2565321,-59.598569 13.2556653)",unclassified,,Prospect Road,,,,,,,,
"LINESTRING (-59.5995077 13.2627814,-59.5994906 13.2639092,-59.5995163 13.2647613,-59.5995936 13.2648699,-59.6008896 13.2649785,-59.6016278 13.265037,-59.6017994 13.265037,-59.6018767 13.2649033,-59.6018853 13.2644104)",track,yes,,,,,,,,,
"LINESTRING (-59.598348 13.263845,-59.5994906 13.2639092)",track,yes,,,,,,,,,
"LINESTRING (-59.598348 13.263845,-59.5978855 13.2638173,-59.5976796 13.2637003,-59.5975251 13.2635333,-59.5973019 13.2633996,-59.5970015 13.2632492,-59.5965466 13.2630905,-59.5960488 13.2629652,-59.5957484 13.2629735)",track,yes,,,,,,,,,
"LINESTRING (-59.5969929 13.2649033,-59.5961518 13.2647697,-59.5958256 13.2646861)",track,yes,,,,,,,,,
"LINESTRING (-59.5997911 13.2662942,-59.6007009 13.2664112,-59.6007353 13.2663694)",track,yes,,,,,,,,,
"LINESTRING (-59.598436 13.2658305,-59.5989328 13.2659016,-59.5994135 13.2659016,-59.5998598 13.2659851,-59.6003233 13.2661271,-59.6007353 13.2663694,-59.6010872 13.2665448,-59.6012502 13.2666952,-59.6012245 13.2669041)",track,yes,,,,,,,,,
"LINESTRING (-59.5996749 13.2677639,-59.5997654 13.2667704,-59.5997911 13.2662942,-59.5998598 13.2659851)",track,yes,,,,,,,,,
"LINESTRING (-59.5987122 13.268096,-59.6002535 13.2679912)",track,yes,,,,,,,,,
"LINESTRING (-59.5976796 13.2637003,-59.5974993 13.2637588,-59.597465 13.2638674,-59.5973191 13.2639426,-59.597156 13.2639426,-59.5971474 13.2640596,-59.5970702 13.2645107,-59.5969929 13.2649033,-59.596893 13.2667711,-59.5968994 13.2674056,-59.5968699 13.2676771,-59.596843 13.2680661,-59.596853 13.2681764,-59.5969165 13.2683336)",track,yes,,,,,,,,,
"LINESTRING (-59.5969165 13.2683336,-59.5967761 13.2683696,-59.5966794 13.2684003,-59.5964642 13.268503)",service,,,unpaved,,,,,,,
"LINESTRING (-59.5946671 13.2657275,-59.594551 13.2659887,-59.5942979 13.2663392,-59.5942292 13.2668321,-59.5941996 13.2672448,-59.5943091 13.2674779,-59.5944035 13.267812,-59.5944979 13.2681879,-59.5946095 13.2684803,-59.5946867 13.2687894,-59.5947725 13.268873)",track,yes,,,,,,,,,
"LINESTRING (-59.5942979 13.2663392,-59.5940375 13.2664046,-59.5936625 13.2664551,-59.5932912 13.2664299,-59.5931799 13.2664154,-59.5931353 13.2664696,-59.5929497 13.2669285,-59.5929547 13.267308)",track,,,,,,,,,,
"LINESTRING (-59.5941996 13.2672448,-59.5941493 13.2673056,-59.594098 13.2673185,-59.5929547 13.267308,-59.5928377 13.2673193,-59.5926673 13.2673479,-59.5926587 13.2670889,-59.5927843 13.267086,-59.5928188 13.2671107,-59.5928316 13.2671926,-59.5928377 13.2673193)",track,yes,,,,,,,,,
"LINESTRING (-59.5928714 13.268866,-59.5928664 13.2686722,-59.5928714 13.26851,-59.5928813 13.268384,-59.5928764 13.2683041,-59.5928415 13.2681661,-59.5928166 13.2680523,-59.5928117 13.2679384,-59.5928316 13.2678271,-59.5929547 13.267308)",track,,,,,,,,,,
"LINESTRING (-59.6036125 13.2464334,-59.6039585 13.2455992,-59.6041301 13.244889,-59.6042245 13.2438865,-59.6041645 13.2436609,-59.6042675 13.2433852,-59.6042074 13.2431596,-59.6042331 13.2430259,-59.6043533 13.2428839,-59.6044477 13.242792,-59.6044906 13.2426583,-59.6044563 13.2423826,-59.6044134 13.2417309,-59.6044002 13.2406452)",track,yes,,,,,,,,,
"LINESTRING (-59.6058029 13.2468814,-59.6058491 13.2466607,-59.6061901 13.2450311,-59.6062931 13.2438614)",track,yes,,,,,,,,,
"LINESTRING (-59.6066311 13.2469028,-59.6067394 13.2463261,-59.6069196 13.2459501,-59.6093229 13.2460671)",track,yes,,,,,,,,,
"LINESTRING (-59.6091444 13.2476409,-59.6092628 13.2468273,-59.6093229 13.2460671,-59.6093486 13.2459501,-59.609486 13.2459083,-59.610164 13.2459919,-59.6105159 13.2460504,-59.6107906 13.2460336,-59.6111253 13.2460754,-59.6119235 13.2463929,-59.6120265 13.2466101,-59.6120094 13.2468273,-59.6117519 13.2468273,-59.6115888 13.2468942,-59.6115459 13.2472367,-59.6115373 13.2474957)",track,yes,,,,,,,,,
"LINESTRING (-59.6114246 13.2479285,-59.6111086 13.2477891,-59.6108297 13.2476951,-59.6105936 13.2476951,-59.6104327 13.2477264,-59.6102718 13.2477995,-59.6100786 13.2478517,-59.6098426 13.2478517,-59.6097309 13.2478864)",track,yes,,,,,,,,,
"LINESTRING (-59.6114246 13.2479285,-59.6117309 13.2480919,-59.6123102 13.2482486,-59.6126106 13.2483112,-59.6128145 13.248353,-59.6139303 13.2485097,-59.6140698 13.2485305,-59.6141985 13.2485619,-59.6154323 13.2490423,-59.6155971 13.249058,-59.6156486 13.2489828,-59.6155628 13.2488241,-59.6152538 13.2482894,-59.6152795 13.247855,-59.6151937 13.2477547,-59.6118892 13.247362,-59.6116489 13.2473537,-59.6115373 13.2474957,-59.6114246 13.2479285)",track,yes,,,,,,,,,
"LINESTRING (-59.6248023 13.2467658,-59.6244814 13.2466356,-59.6240608 13.2466105,-59.6236317 13.2467024,-59.6229622 13.2468444,-59.6222155 13.2470617,-59.6216404 13.2473207,-59.6209881 13.2475128,-59.6208079 13.2476799,-59.6206276 13.2481394,-59.620456 13.2489832,-59.6203272 13.2491085,-59.6201212 13.2491253,-59.6200096 13.249025,-59.619941 13.2488746,-59.6196491 13.2488496,-59.6193316 13.2485321,-59.6193573 13.2478386,-59.6193831 13.2471786,-59.6192972 13.2470032,-59.6190741 13.2469363,-59.6186192 13.2468695,-59.6177523 13.2466439,-59.6175205 13.2466189,-59.6172716 13.2466439,-59.6170742 13.2465186,-59.6166708 13.2460591,-59.6166451 13.2457333,-59.6168511 13.244856,-59.6169283 13.2447307,-59.6170227 13.2446806)",residential,,Richmond Hill,asphalt,,,,,,,
"LINESTRING (-59.62382 13.2490618,-59.6239857 13.2487346,-59.6242981 13.2480764,-59.6245716 13.2474733,-59.6247031 13.2471417,-59.6248023 13.2467658,-59.6248935 13.2461392,-59.6249471 13.2452071,-59.6249579 13.2446118,-59.6249981 13.244262,-59.6250732 13.2438299,-59.6252999 13.2432907,-59.6255573 13.2425283,-59.625611 13.2422933,-59.6256378 13.2419383,-59.6256164 13.2415466,-59.6255478 13.2412236,-59.6253531 13.2407008,-59.6250071 13.2400205,-59.6246037 13.2393271,-59.6242346 13.2385501,-59.6238741 13.2378482,-59.6236951 13.2375153,-59.6235774 13.2372962,-59.6235136 13.2371297,-59.6232936 13.2364083,-59.6232319 13.2361629,-59.6231755 13.2358235,-59.6231273 13.2349436,-59.6231031 13.2342334,-59.6230678 13.2332544,-59.6230468 13.2324318,-59.6230093 13.2315885,-59.6229878 13.2312255,-59.6229596 13.2308482,-59.6228658 13.2299514,-59.6227585 13.2290728)",trunk,,Ronald Mapp Highway,asphalt,80,H2A,2,,,,
"LINESTRING (-59.6236311 13.2494685,-59.6236853 13.2493277,-59.62382 13.2490618)",trunk,,Ronald Mapp Highway,asphalt,80,H2A,2,,,yes,1
"LINESTRING (-59.6248023 13.2467658,-59.6250728 13.2468441,-59.6267808 13.2472534,-59.6277336 13.2472534,-59.6280511 13.2471866,-59.6285661 13.2470947,-59.6303085 13.2464681,-59.6318105 13.2460504,-59.632542 13.2458051,-59.632583 13.2457914,-59.6338619 13.2453987,-59.6346086 13.2451397,-59.6349004 13.2451146,-59.6352266 13.2452316)",residential,,Warleigh Road,asphalt,,,,,,,
"LINESTRING (-59.6404648 13.2479007,-59.6402026 13.2466982)",residential,yes,,,,,,,,,
"LINESTRING (-59.6356437 13.2658991,-59.6350247 13.2659457,-59.6348213 13.2660013,-59.6346523 13.2660822,-59.6344364 13.2662193,-59.6342809 13.266295,-59.6341432 13.2663283,-59.6335312 13.2663945)",residential,,Circular Drive,,,,,,,,
"LINESTRING (-59.6050746 13.2469047,-59.6050399 13.2468273,-59.6041301 13.244889)",track,yes,,,,,,,,,
"LINESTRING (-59.6235207 13.2513245,-59.6237659 13.2513174,-59.6239362 13.2512934,-59.6241514 13.2512921,-59.624334 13.2513289,-59.6245444 13.2514309,-59.6247117 13.2515294,-59.6248438 13.2516183,-59.6249845 13.2517321,-59.6252357 13.2518203,-59.6254109 13.2518315,-59.625636 13.2518338,-59.6258528 13.2518419,-59.6260893 13.2518392,-59.6263825 13.2518468,-59.6266483 13.2518432,-59.6269483 13.2518393,-59.6272049 13.2518281,-59.6274965 13.2518479,-59.6275666 13.251858,-59.6277985 13.2518443,-59.627998 13.251825,-59.6282129 13.2518105,-59.6283595 13.2518326,-59.6285912 13.2518886,-59.6290736 13.2520496,-59.6294681 13.2521944,-59.629553 13.2522278,-59.6298522 13.2523453,-59.6300723 13.2524568,-59.6302968 13.2525403,-59.6304366 13.2525654,-59.6306511 13.2525821,-59.6308093 13.2525865,-59.6310176 13.2525786,-59.6311862 13.2525645,-59.6315571 13.2525464,-59.6316677 13.2525846,-59.6317796 13.252678,-59.6318348 13.252713,-59.631901 13.2527285,-59.6319736 13.2527206,-59.6320809 13.2526997,-59.6321891 13.2526551,-59.6327309 13.2524658,-59.6329777 13.2524045,-59.6331118 13.2523288,-59.6332419 13.2521839,-59.6333683 13.252,-59.6335544 13.2518549,-59.6338561 13.2517061,-59.6339607 13.2516552,-59.6341002 13.2516003,-59.6342803 13.2516032,-59.6344305 13.2516032,-59.6345611 13.2516149,-59.6347094 13.2516658,-59.6348274 13.2517285,-59.634967 13.2518096,-59.6351278 13.2519165,-59.6352566 13.2520104,-59.6354282 13.2521149,-59.6355785 13.252188)",tertiary,,Whim Road,asphalt,,,2,,,,
"LINESTRING (-59.6275666 13.251858,-59.6276114 13.2522287,-59.6275991 13.2528741,-59.6276421 13.2529637,-59.6277096 13.2529936,-59.6279613 13.253125,-59.628035 13.2532207,-59.6281148 13.2537704,-59.6281578 13.253872,-59.6282253 13.253878,-59.6295084 13.2537465,-59.6295636 13.2536927,-59.6295698 13.2535493,-59.629553 13.2522278)",residential,yes,,,,,,,,,
"LINESTRING (-59.628205 13.2501258,-59.6282129 13.2518105)",residential,yes,,,,,,,,,
"LINESTRING (-59.6229265 13.2507804,-59.6229444 13.2509408)",residential,,The Rock Development,,,,,,,,
"LINESTRING (-59.6238103 13.2530267,-59.6236939 13.2524523,-59.6235909 13.2518007,-59.6235207 13.2513245,-59.623445 13.250865,-59.623402 13.2503637,-59.6234793 13.2498624,-59.6236311 13.2494685)",trunk,,Ronald Mapp Highway,asphalt,80,H2A,2,,,,
"LINESTRING (-59.6238189 13.2534283,-59.6238103 13.2530267)",trunk,,Ronald Mapp Highway,asphalt,80,H2A,2,,,yes,1
"LINESTRING (-59.6230538 13.2545263,-59.623185 13.2541511,-59.6232024 13.2537686)",residential,yes,,asphalt,,,,,,,
"LINESTRING (-59.6235939 13.2545075,-59.6230538 13.2545263)",residential,yes,,asphalt,,,,,,,
"LINESTRING (-59.6304084 13.2566369,-59.6306659 13.2567205,-59.6307518 13.2569043,-59.6312667 13.256946,-59.6320306 13.2569126)",track,yes,,,,,,,,,
"LINESTRING (-59.6329699 13.2597977,-59.6327087 13.2578316,-59.6326057 13.2574389,-59.632537 13.2573053,-59.6323825 13.2572969,-59.6321336 13.2572969,-59.6320821 13.2571298,-59.6320306 13.2569126,-59.6319362 13.2561607,-59.6318332 13.2557764)",residential,,Millionaire Road,,40,,,,,,
"LINESTRING (-59.631062 13.2611069,-59.6308462 13.2605801,-59.6307174 13.2596612,-59.6304084 13.2566369)",residential,,Reservoir Road,,40,,,,,,
"LINESTRING (-59.6376783 13.2535911,-59.6375262 13.2538494,-59.6373387 13.2541957,-59.6372138 13.2544512,-59.637136 13.2545706,-59.6370595 13.2546498,-59.6365607 13.2549766,-59.6361275 13.2551907,-59.6356728 13.2553936,-59.6354288 13.2555111,-59.6352548 13.2556274,-59.6351532 13.2557892,-59.63492 13.2563311,-59.6344828 13.2572222,-59.6343979 13.2574373,-59.6343541 13.2575481,-59.6341982 13.2580106,-59.6339814 13.2585717,-59.6338282 13.258828,-59.633587 13.2590962,-59.6332768 13.259412,-59.6329699 13.2597977,-59.632927 13.2598516,-59.6327468 13.2600187,-59.6324635 13.2602276,-59.6320601 13.2604698,-59.631062 13.2611069,-59.6308507 13.2612221,-59.6301913 13.2615332,-59.6299487 13.2616534,-59.6297083 13.2618205,-59.6294509 13.2620293,-59.6292277 13.2622382,-59.6290303 13.262422,-59.6288844 13.2625055,-59.6286269 13.2625473,-59.6281977 13.2626225,-59.6278287 13.2626977,-59.6274602 13.2627979,-59.627074 13.2629586,-59.6267063 13.2631507,-59.6265075 13.2633429,-59.626353 13.2635768,-59.6262672 13.2637355,-59.6261814 13.2638274,-59.6260526 13.2638943,-59.6258697 13.2639046,-59.6253032 13.2638962,-59.6247968 13.2638544,-59.6244449 13.2638544,-59.6242819 13.2638962,-59.6239335 13.2640124,-59.6237966 13.2640948,-59.6235127 13.2642288,-59.6233427 13.2643563,-59.6230899 13.2645116,-59.6229585 13.2646254)",secondary,,Highway 1,asphalt,,H1,2,,,,
"LINESTRING (-59.6301913 13.2615332,-59.6302466 13.2607647,-59.6301779 13.2605726,-59.6299805 13.2604556,-59.6295761 13.2603219,-59.6294817 13.2601882,-59.6294049 13.2594193,-59.6294221 13.2592606,-59.6294479 13.2591519,-59.6296796 13.2589514,-59.6297654 13.2588345,-59.6297912 13.2585839,-59.6297483 13.2583666,-59.6296104 13.2572891,-59.6296534 13.2570051,-59.6296877 13.2568296)",residential,,Greaves Road,,,,,,,,
"LINESTRING (-59.6268702 13.2568638,-59.6268888 13.2561102,-59.6269561 13.2560273,-59.627082 13.255364)",residential,yes,,,,,,,,,
